,count,mean,std,min,25%,50%,75%,max,99%,98%,95%,90%
Nickcc,237.0,994.9789029535865,648.8872904093002,19.0,526.0,833.0,1243.0,3356.0,3016.3199999999983,2788.6000000000004,2297.4,1891.0000000000002
Nico4FUN,367.0,356.6811989100817,290.9733885465723,1.0,141.5,305.0,515.0,1905.0,1281.1799999999994,1119.6000000000001,862.4999999999998,710.8000000000002
Nico91K,825.0,746.7139393939394,622.1160028343926,1.0,353.0,557.0,969.0,3513.0,2997.9599999999996,2737.8799999999997,2065.5999999999995,1559.4
NicroUfa,119.0,1178.7394957983192,798.490890836518,8.0,606.0,957.0,1551.5,3294.0,3243.679999999998,2971.12,2715.4999999999995,2476.0
NielsGrubb,220.0,1108.6636363636364,792.4120541182035,139.0,510.0,851.5,1494.75,3505.0,3447.7700000000004,3309.0200000000004,2898.199999999997,2342.2999999999997
NiftyDolphin,195.0,518.2717948717949,473.02860898894846,4.0,230.0,406.0,651.5,2891.0,2400.900000000001,2109.9600000000005,1444.6999999999991,953.2
Nigas222,141.0,1286.6382978723404,886.196409031282,126.0,552.0,980.0,1791.0,3594.0,3511.2,3485.6,3014.0,2646.0
Nigav,115.0,833.4608695652174,569.341960681118,113.0,425.0,682.0,1087.5,3535.0,2869.999999999999,2031.7199999999998,1908.3999999999999,1492.0000000000005
Nighclaw,183.0,721.0382513661202,571.1415825519995,2.0,356.5,543.0,940.5,2721.0,2454.5000000000014,2380.3199999999993,1886.0,1553.8000000000006
NightRover,223.0,1015.6905829596412,735.4297868575941,23.0,523.5,777.0,1269.5,3307.0,2951.3,2790.52,2594.2999999999975,2260.2000000000003
NightSymph,113.0,1124.345132743363,813.1175430086474,306.0,540.0,857.0,1441.0,3563.0,3511.6399999999994,3420.5200000000004,2761.9999999999995,2344.6
NightWolfe280,158.0,691.9683544303797,480.19464499445564,44.0,384.5,557.0,792.0,2669.0,2314.7800000000007,2242.079999999996,1734.7000000000003,1341.6000000000001
NightmareRu,585.0,622.0820512820513,504.7852623287235,12.0,300.0,490.0,829.0,3066.0,2675.64,2198.3999999999987,1551.9999999999968,1231.2
Nightmareron,176.0,692.1363636363636,495.1033988819059,26.0,386.5,584.0,855.25,3018.0,2642.5,2176.0,1480.25,1168.5
NightvoiceX1,531.0,941.984934086629,792.0300259691807,1.0,362.5,689.0,1261.0,3485.0,3289.300000000003,3146.3999999999996,2679.0,2167.0
Nigromantie,249.0,1156.5180722891566,829.4991643054053,14.0,529.0,903.0,1633.0,3578.0,3261.000000000001,3198.24,2957.0,2463.6
NikeGeorgia,252.0,405.3412698412698,458.2100487854264,2.0,115.75,279.5,514.0,3378.0,2190.0300000000034,1942.259999999999,1230.2999999999993,899.4000000000001
Nike_LT,474.0,899.964135021097,698.6368127818531,1.0,412.25,744.5,1166.75,3349.0,3202.8599999999997,3076.0799999999945,2344.499999999999,1862.2999999999997
Niki74,167.0,1103.8443113772455,818.1862027448415,25.0,454.0,826.0,1576.5,3588.0,3508.2400000000002,3465.2400000000002,2825.899999999999,2254.8
NikitosZBS,328.0,979.3658536585366,1015.4433841201574,9.0,343.75,453.5,1287.25,3581.0,3496.9500000000003,3410.74,3208.999999999998,2891.8
Nikkhos,139.0,1056.568345323741,810.4055618287022,20.0,407.0,786.0,1541.0,3457.0,3127.08,3031.520000000001,2682.999999999999,2286.2000000000003
Nikki0,327.0,1101.9724770642201,720.3891943003478,11.0,579.0,895.0,1534.5,3485.0,3335.48,3293.36,2559.4999999999995,2071.600000000002
NikkiNavy,1172.0,718.4897610921502,639.567467576738,3.0,319.5,526.0,907.25,3590.0,3086.959999999999,2737.6999999999953,2094.1500000000005,1533.0
Nikks24,205.0,1136.9609756097561,777.0930486838555,15.0,552.0,968.0,1437.0,3453.0,3232.4800000000005,3191.9199999999996,2790.999999999998,2400.0
NikkyNinez,314.0,998.9458598726114,760.3161232560599,12.0,444.0,757.0,1331.75,3550.0,3357.790000000001,3068.58,2663.499999999998,2140.6
NikoBG,303.0,1149.1551155115512,785.4034600540059,121.0,602.5,867.0,1473.0,3592.0,3507.2800000000016,3356.8399999999992,2838.3999999999996,2367.6000000000004
Nikodeamus54,265.0,786.7735849056604,733.0164236426785,9.0,294.0,550.0,1067.0,3572.0,3184.000000000002,2941.3599999999897,2269.7999999999997,1890.6
Nikomok999,119.0,1070.4873949579833,820.6022578068699,2.0,538.5,766.0,1477.0,3587.0,3564.4799999999996,3443.64,2911.8999999999987,2201.6000000000004
NiksukiiSenpai,172.0,1387.0813953488373,882.8520465095563,11.0,641.25,1146.5,2024.0,3534.0,3463.41,3373.6599999999994,2992.7,2754.2000000000003
Nilnafi,250.0,1171.824,772.978592615973,303.0,610.75,858.5,1555.75,3594.0,3389.02,3311.7999999999993,2763.099999999999,2354.6999999999994
NimSin_,193.0,990.6943005181347,685.5817441677518,20.0,479.0,837.0,1277.0,3481.0,3068.079999999994,2936.3999999999996,2386.7999999999997,1970.0000000000014
Nimany,206.0,588.495145631068,631.2794962735163,7.0,189.5,375.5,721.75,3268.0,2695.349999999999,2541.3000000000006,2116.75,1339.5
Nimarax,560.0,1035.9767857142858,743.4218264098077,5.0,533.75,826.0,1261.0,3573.0,3356.3899999999976,3132.2199999999984,2774.7999999999984,2160.0
NinJa_JaV,310.0,872.7225806451613,759.8793596591745,17.0,329.25,625.0,1214.5,3519.0,3331.0900000000024,3191.66,2473.400000000001,1829.5000000000002
NinetyCaliber,105.0,1088.304761904762,717.4633349491367,26.0,603.0,890.0,1368.0,3477.0,3123.1599999999994,3029.7999999999997,2737.7999999999997,2029.0000000000005
Ninive,540.0,745.1888888888889,522.0617019620717,1.0,429.0,618.0,909.0,3561.0,2920.620000000001,2210.600000000002,1635.1499999999971,1348.4
Ninja_Jockey,417.0,860.5515587529976,828.4010710246142,1.0,269.0,570.0,1184.0,3576.0,3441.119999999999,3273.0400000000004,2754.999999999999,2122.4000000000005
Ninja_Jubei,281.0,959.8932384341637,689.3947055133453,45.0,501.0,794.0,1244.0,3465.0,3182.3999999999996,2910.7999999999984,2417.0,1980.0
Ninjay88,711.0,862.4683544303797,640.5481137033958,1.0,415.0,696.0,1123.5,3512.0,2852.9999999999986,2662.5999999999976,2231.0,1752.0
Niothekappa,171.0,1006.3157894736842,770.1538996214764,1.0,400.0,767.0,1388.5,3317.0,3018.500000000001,2939.3999999999996,2625.0,2221.0
Niteglys,735.0,580.5455782312926,560.8506436170687,1.0,231.0,398.0,736.5,3323.0,2762.6399999999953,2392.3999999999987,1773.7999999999993,1248.2000000000003
Nith4,242.0,994.2190082644628,724.8734655427628,20.0,476.25,789.5,1295.25,3446.0,3286.8500000000004,3112.7000000000007,2656.3499999999976,2032.9000000000003
Nithrang,133.0,1197.406015037594,854.226719582333,18.0,525.0,1022.0,1684.0,3581.0,3266.680000000001,3143.8,3017.999999999999,2422.7999999999997
NitlerDK,160.0,977.05,740.1828925781849,19.0,469.5,745.5,1292.5,3573.0,3226.6099999999997,3209.7799999999997,2547.8499999999963,1931.4999999999995
NivRamP,135.0,770.0814814814814,561.1383293400169,26.0,385.0,603.0,973.0,2778.0,2607.2799999999993,2219.7599999999975,1980.3000000000002,1488.4
Nixon0404,156.0,776.5128205128206,666.6138553110328,6.0,320.5,628.5,1023.75,3299.0,2933.349999999995,2676.6000000000017,2122.0,1757.0
Nixonaly,1390.0,926.194964028777,694.530266421371,3.0,441.25,693.5,1194.0,3591.0,3197.5399999999986,3015.7400000000007,2402.449999999999,1970.800000000001
Nizzynate,199.0,702.9748743718593,525.4674440144222,15.0,368.0,559.0,889.5,3204.0,2353.880000000005,2187.9599999999996,1780.5,1336.4000000000008
NkVorobey,306.0,541.9967320261438,514.8736053610459,9.0,203.25,416.5,693.5,3055.0,2528.699999999999,2039.3999999999985,1603.75,1108.0
Nl09,389.0,669.0642673521851,594.5159631121311,1.0,311.0,491.0,817.0,3521.0,3207.44,2484.7200000000003,1824.6,1472.4
No1_R,893.0,412.65173572228446,535.9992540339013,1.0,108.0,258.0,501.0,3590.0,2888.1200000000035,2428.8399999999947,1527.1999999999998,864.4000000000002
NoBaff,247.0,704.493927125506,737.8111710661219,12.0,150.0,485.0,901.5,3476.0,3208.879999999999,3072.239999999999,2192.1999999999994,1774.8000000000004
NoDiamonds,514.0,888.7140077821011,757.1371582042543,14.0,378.25,637.5,1144.75,3550.0,3302.1800000000003,3163.38,2578.0499999999965,2058.7999999999997
NoFriendNoGame,257.0,365.2801556420234,285.96884274117286,6.0,136.0,321.0,554.0,1769.0,1322.5199999999995,955.0399999999998,797.1999999999995,687.4000000000001
NoGoodNik,117.0,1018.6923076923077,755.6091452406812,2.0,451.0,805.0,1429.0,3507.0,3158.52,3002.9599999999973,2555.6,2162.6000000000004
NoOriginality,195.0,476.3025641025641,503.8357568084587,4.0,126.0,411.0,631.0,3571.0,2708.480000000002,1766.6000000000004,1139.599999999999,912.5999999999998
NoPause,178.0,926.629213483146,716.0370201902928,8.0,408.25,666.5,1207.0,3576.0,2952.089999999992,2639.420000000002,2434.2999999999997,1995.8000000000006
NoReXx,135.0,764.7111111111111,582.667628390431,18.0,396.5,565.0,961.0,3477.0,2836.739999999999,2436.559999999998,2047.1999999999998,1454.200000000001
NoWayOut777,203.0,681.4039408866995,516.9363715793465,11.0,354.5,566.0,835.5,3053.0,2652.9799999999973,2339.6000000000004,1686.0999999999995,1269.2000000000003
No_SinfulSam,127.0,428.8031496062992,431.3493785079649,4.0,118.0,321.0,557.5,2277.0,1932.779999999999,1689.2400000000007,1381.8999999999999,967.0000000000001
NobleDaem0n,963.0,454.39044652128763,506.38019045880293,2.0,133.5,328.0,562.5,3599.0,2562.2799999999997,2274.6799999999994,1435.1999999999998,954.8000000000004
Nobless1337,265.0,1064.31320754717,884.0444229115188,2.0,410.0,762.0,1569.0,3569.0,3392.9600000000005,3281.6799999999967,2865.7999999999997,2563.0
Noctis_Equito,239.0,753.8870292887029,568.0023373642241,3.0,356.5,619.0,945.5,3165.0,2958.500000000002,2429.9600000000014,1828.8999999999996,1489.2000000000003
Noctivagant62,106.0,1135.0094339622642,758.2386920989109,310.0,567.5,897.0,1565.5,3551.0,3395.2000000000003,3368.899999999999,2822.0,2235.5
Noctros93,151.0,1337.1390728476822,863.5179136511691,309.0,665.0,1013.0,1936.0,3550.0,3303.5,3228.0,3069.5,2781.0
Noddler,317.0,1161.6561514195585,842.8853464993738,78.0,559.0,896.0,1620.0,3560.0,3524.68,3451.6000000000004,3038.4,2574.800000000001
Nodiar,163.0,798.5030674846626,667.4836787594777,5.0,418.0,609.0,888.0,3419.0,3290.8999999999996,2941.1199999999994,2595.100000000001,1462.6000000000006
Nodyes,108.0,869.925925925926,852.65007124521,17.0,319.0,541.5,1003.25,3526.0,3438.9099999999994,3351.7000000000003,2933.6499999999996,2062.0
Noetic777,388.0,640.7963917525773,519.9295989784806,9.0,326.75,492.5,799.0,3419.0,2691.2299999999987,2139.52,1559.5499999999997,1291.5
Noiiser,315.0,816.7746031746032,743.5466844552615,1.0,317.5,574.0,1090.0,3490.0,3237.2000000000003,3147.5199999999973,2434.1000000000013,1921.6000000000004
Nomatem,120.0,1079.8083333333334,748.9058270203925,29.0,543.0,885.5,1478.75,3128.0,3055.830000000001,2853.3,2577.1999999999994,2250.000000000001
NongCaptuN,269.0,955.1598513011153,667.6551586855154,16.0,498.0,804.0,1253.0,3505.0,3029.959999999999,2826.519999999998,2406.3999999999996,1877.2000000000007
Nonorin,537.0,894.072625698324,757.4353725541636,7.0,353.0,675.0,1221.0,3599.0,3365.0799999999995,2994.719999999998,2481.5999999999995,1962.6000000000004
Noob_playz,196.0,607.969387755102,566.0550023847077,4.0,214.25,451.0,826.25,3077.0,2564.800000000003,2239.7999999999984,1899.5,1323.5
Noobovsky,357.0,664.2745098039215,588.6358995045268,1.0,323.0,526.0,831.0,3473.0,3189.8399999999992,2681.12,1972.4,1211.8000000000002
Noomac,174.0,1165.4597701149426,743.0559272954924,306.0,594.75,901.0,1568.5,3500.0,3367.6900000000005,3128.7399999999993,2867.0,2135.4000000000005
NopeGame,486.0,564.1172839506173,516.7100491338512,2.0,299.5,463.5,683.75,3380.0,2875.649999999995,2444.300000000001,1514.75,1005.5
NorToXz,159.0,826.433962264151,537.9797126698438,15.0,467.0,722.0,1090.5,3198.0,2549.7799999999907,2184.84,1887.799999999999,1474.4000000000003
Norbain,189.0,1029.2804232804233,771.9407778848853,17.0,486.0,764.0,1424.0,3556.0,3362.44,3119.880000000002,2598.0,2204.4
NordicDanger,213.0,772.169014084507,676.7946718933805,4.0,333.0,612.0,923.0,3485.0,3231.96,3112.5199999999995,2373.599999999997,1545.000000000001
Nordom7,417.0,726.1558752997602,637.7433149321428,3.0,304.0,553.0,969.0,3592.0,2881.24,2696.8,1906.9999999999989,1624.4
Nordrumo,122.0,1236.3688524590164,783.9683983428957,316.0,652.25,1002.0,1613.25,3552.0,3488.9899999999984,3328.7799999999997,2852.0499999999993,2390.6
Norky,293.0,604.0477815699659,515.9409456061211,6.0,207.0,485.0,854.0,3032.0,2551.24,2148.759999999999,1535.1999999999998,1263.2
NormalBohne22,125.0,917.128,627.6847752114576,16.0,479.0,776.0,1255.0,3168.0,2769.7200000000007,2653.0799999999995,2173.2,1731.2
NorthMan86,127.0,1041.5118110236222,717.478951255236,111.0,531.5,846.0,1391.5,3478.0,3326.8399999999997,3303.04,2426.5,1985.2000000000003
Nosinator,124.0,1422.6209677419354,864.4185939537856,328.0,610.25,1164.5,2082.25,3479.0,3418.48,3288.679999999998,2935.7,2715.9
NospherathuS,138.0,1236.304347826087,824.5686119101198,128.0,613.75,966.5,1730.75,3574.0,3417.1899999999996,3275.0599999999986,2829.05,2524.0
Nosseum,139.0,973.5107913669065,756.506371007843,47.0,461.0,726.0,1357.0,3486.0,3329.940000000001,3124.4800000000005,2536.199999999999,2162.4
Nosuren,425.0,1283.0376470588235,864.1109912407837,4.0,624.0,992.0,1913.0,3587.0,3462.3199999999997,3343.8799999999997,3063.3999999999996,2564.2000000000007
NotMyDIABLO,260.0,541.0653846153846,526.2390999374146,6.0,180.0,413.5,687.0,3487.0,2758.7400000000052,2076.0399999999995,1486.4499999999991,1129.1
NotVino,225.0,1097.648888888889,793.6107056129549,89.0,497.0,771.0,1450.0,3525.0,3428.399999999999,3218.9999999999995,2806.5999999999995,2330.6
NotYourName,217.0,972.0184331797235,698.5702194557799,18.0,505.0,778.0,1148.0,3539.0,3286.4,2970.6800000000003,2555.3999999999996,1970.4000000000005
Notir,382.0,904.1806282722513,709.198461716776,1.0,443.75,667.5,1130.25,3575.0,3320.0599999999995,3095.7,2585.9999999999995,1855.3000000000002
Notlösung,115.0,1059.8695652173913,706.9541974014254,29.0,531.5,832.0,1407.0,3355.0,3183.8199999999997,3004.52,2580.0,2026.000000000001
Noustage,113.0,918.6017699115044,848.5431374233533,4.0,354.0,643.0,1151.0,3569.0,3412.7599999999998,3363.7999999999993,2997.799999999997,2221.7999999999997
Novaxym,217.0,847.110599078341,713.3472004935285,11.0,388.0,642.0,1139.0,3492.0,3270.84,3234.04,2250.7999999999997,1699.8000000000002
Novazero2000,153.0,1275.7254901960785,882.024504637023,177.0,571.0,877.0,1836.0,3366.0,3320.5199999999995,3275.1600000000008,2945.0,2695.0
Novgorodec3219,435.0,1021.8965517241379,796.3035024886175,1.0,428.0,791.0,1337.5,3421.0,3241.0,3061.32,2807.5999999999954,2341.2
NoxOfXIII,197.0,1137.5939086294416,825.8160327595402,61.0,502.0,881.0,1584.0,3425.0,3332.5199999999995,3269.6,2931.6,2461.6000000000004
NoxiousFumes,254.0,465.56299212598424,496.4419350040219,3.0,148.25,371.0,583.75,3487.0,2496.13,2362.58,1394.8,875.1000000000005
Noxxrog,390.0,887.3897435897436,693.4838444895869,12.0,437.0,691.0,1116.25,3526.0,3256.7400000000002,3053.859999999998,2385.649999999995,1898.7000000000014
Nozarashiii,331.0,1044.0090634441087,715.426016277078,58.0,540.0,804.0,1294.0,3475.0,3316.5,3065.599999999999,2610.5,2103.0
Nparad,580.0,430.1413793103448,497.9709787669577,3.0,145.0,282.0,541.0,3535.0,2722.3500000000013,2043.0999999999997,1345.4499999999996,922.1
NrenNstimpy,113.0,573.4867256637168,469.0870905097826,16.0,284.0,471.0,715.0,2551.0,2328.6399999999994,2116.319999999995,1393.3999999999992,1050.8
Ntg724,328.0,743.2073170731708,701.5168186126756,5.0,332.5,525.5,903.25,3495.0,3353.3600000000006,3146.8999999999996,2494.4999999999995,1491.0
Ntk,147.0,972.7210884353741,732.6998748512425,70.0,483.5,721.0,1317.5,3330.0,3230.619999999999,2993.759999999997,2737.7999999999997,1948.8000000000006
NuLz_ow,153.0,433.8496732026144,510.1608849852872,4.0,123.0,291.0,528.0,3092.0,2804.5599999999968,2077.4800000000023,1345.2000000000012,967.4000000000003
NuRukPig,105.0,969.6857142857143,751.1794484251175,60.0,413.0,824.0,1197.0,3480.0,3359.239999999997,2882.5200000000004,2443.4,2288.8
Nuclear_Tsunami,226.0,1097.3761061946902,816.0087500374366,3.0,507.25,825.5,1480.0,3587.0,3422.75,3270.5,2995.5,2275.0
NudelzTrudelz,293.0,1155.9795221843003,745.1885388835046,109.0,559.0,943.0,1555.0,3484.0,3317.119999999999,3195.959999999999,2663.0,2237.6000000000004
Nuerohecks,177.0,547.1299435028249,572.8660600799057,4.0,194.0,370.0,676.0,3075.0,2947.400000000001,2832.3599999999997,1538.9999999999948,1051.6
Nuge130,628.0,413.9761146496815,452.42423148412684,2.0,118.75,305.5,530.25,3472.0,2167.6300000000006,1819.0600000000022,1349.899999999999,823.2000000000003
Nukist,185.0,536.5783783783784,459.5119877884244,2.0,235.0,412.0,714.0,2547.0,2289.08,1897.0799999999986,1358.7999999999995,1152.9999999999998
Number1Devourer,320.0,1148.25,801.1750735217628,1.0,540.0,869.5,1609.5,3550.0,3409.69,3209.9400000000005,2853.1,2343.500000000001
Number3alty,1008.0,583.7539682539683,568.9177996379728,1.0,213.5,427.0,722.25,3548.0,2881.729999999992,2474.6000000000004,1793.1499999999999,1285.2000000000003
Number7000,205.0,1131.3073170731707,752.5859394578983,127.0,568.0,859.0,1513.0,3588.0,3448.24,3272.7999999999997,2885.999999999998,2175.6
NumberUno,556.0,585.9820143884892,509.10722391427595,1.0,228.0,478.5,737.5,3137.0,2470.05,2157.9999999999995,1594.5,1277.0
Nuni1301,187.0,1017.1657754010695,828.3042719885143,27.0,428.5,776.0,1345.5,3489.0,3444.8,3165.84,2944.699999999999,2398.0
NunoBrito,109.0,1147.2935779816514,812.3349553482223,306.0,526.0,831.0,1619.0,3408.0,3383.9200000000005,3248.9600000000005,2898.3999999999996,2373.2000000000003
Nupky,129.0,872.8372093023256,566.0477534887416,24.0,427.0,821.0,1153.0,2694.0,2623.7999999999997,2314.6799999999994,1947.3999999999996,1532.8000000000002
Nur_Neerg,241.0,869.7717842323651,675.1795207206401,3.0,477.0,624.0,1080.0,3472.0,3048.999999999999,2806.3999999999987,2514.0,1747.0
Nutbell,171.0,1127.2163742690059,815.665715099715,1.0,540.0,862.0,1455.5,3520.0,3384.800000000001,3328.2,2883.5,2432.0
Nutria91,354.0,654.1638418079096,552.7150818897305,2.0,209.75,526.0,946.5,3133.0,2705.189999999998,2175.3599999999997,1631.5499999999995,1397.8999999999999
Nutsyo,1149.0,550.3577023498694,522.2057362733647,1.0,308.0,390.0,635.0,3568.0,2815.1599999999985,2389.5599999999995,1569.199999999998,1078.2
NuttyAlien,132.0,1245.1363636363637,819.2643579048467,350.0,594.25,933.5,1676.5,3500.0,3373.84,3326.06,2895.1499999999987,2576.2000000000007
Nvidiaman,211.0,718.6635071090047,566.3835529837521,6.0,347.0,587.0,956.0,3295.0,2915.8000000000006,2714.399999999998,1614.0,1365.0
Nwaps89,760.0,972.3684210526316,810.8959494896305,2.0,361.0,720.0,1399.25,3516.0,3411.5599999999995,3181.7599999999957,2701.0,2178.1000000000013
NyakaSempai,252.0,1151.6587301587301,742.6999593943956,17.0,586.75,934.5,1528.75,3455.0,3184.7200000000003,3104.74,2814.75,2141.9
Nymphalis,122.0,850.8196721311475,577.2164183903606,17.0,471.0,729.0,1098.5,3542.0,2678.8499999999954,2180.3999999999996,1990.949999999999,1464.6000000000001
Nyndzes,1013.0,818.3573543928924,611.9438918047181,2.0,405.0,686.0,1067.0,3548.0,3064.4,2546.8,2091.6,1587.2000000000003
Nyony,172.0,804.75,633.0271570627499,6.0,381.0,599.0,1075.75,3448.0,2905.899999999998,2634.2599999999984,2133.099999999997,1575.1000000000001
Nyrao,152.0,879.4605263157895,585.3575788526624,6.0,519.5,757.0,1148.75,3038.0,2856.9100000000026,2418.379999999999,1962.249999999999,1648.8000000000004
Nyu1226,130.0,1184.0846153846153,690.0006520007636,320.0,671.75,1026.5,1517.0,3321.0,3108.9299999999985,2834.92,2494.0,2236.5000000000005
Nyumin,274.0,633.3138686131387,705.9487394544733,1.0,166.25,412.0,848.25,3569.0,3193.279999999999,3054.24,2263.5499999999956,1433.7000000000003
Néant,107.0,1195.3084112149534,754.5513525319727,301.0,588.0,940.0,1777.5,3250.0,2907.04,2890.8,2668.8999999999983,2366.4000000000005
OBEYpropaganda,630.0,726.4761904761905,546.7345105518672,1.0,354.25,609.0,1008.0,3400.0,2698.210000000009,2268.139999999997,1724.5999999999995,1388.0
OCSUSSUYUM,661.0,805.8638426626324,682.2243718559918,3.0,373.0,567.0,957.0,3428.0,3172.8,3032.999999999998,2454.0,1645.0
ODIHSOH,600.0,850.4066666666666,683.6337517021324,7.0,399.75,651.0,1078.25,3514.0,3171.45,2840.7999999999993,2340.05,1822.5000000000014
OGKing15,145.0,1060.5448275862068,623.0487873187062,311.0,586.0,906.0,1318.0,3264.0,3047.920000000001,2823.12,2295.5999999999995,1819.7999999999997
OGTarten,116.0,592.3103448275862,435.9745787122896,4.0,264.5,470.5,858.75,2211.0,1873.5999999999988,1646.0000000000002,1288.0,1211.0
OGURECHEK,876.0,732.1118721461187,670.1025329105813,1.0,285.5,519.5,986.25,3590.0,3210.75,2864.5,2001.0,1652.0
OI7HAH77I,141.0,610.9007092198582,462.5559627140813,5.0,250.0,540.0,846.0,2404.0,1970.4,1905.3999999999992,1523.0,1180.0
OJBond,245.0,1234.1224489795918,826.2158807878901,171.0,632.0,916.0,1621.0,3550.0,3487.24,3393.6400000000003,3060.5999999999985,2540.7999999999997
OLD_MEME,231.0,982.6103896103896,707.9598580338005,28.0,473.0,732.0,1292.5,3212.0,3158.5,2914.000000000001,2379.0,2031.0
OMNITRAXUS,204.0,1247.8186274509803,837.684117807938,308.0,593.75,981.0,1697.75,3578.0,3442.25,3349.7799999999997,2977.3999999999996,2571.2000000000007
ORDOA,107.0,1071.3177570093458,814.7619006076034,13.0,500.5,861.0,1403.5,3536.0,3474.2599999999998,3371.559999999999,2925.8999999999996,2090.800000000001
OST93,190.0,874.078947368421,617.799285122036,14.0,443.25,719.5,1169.0,3401.0,2539.829999999999,2486.58,2291.9999999999973,1716.1
OXVIL,551.0,1046.0127041742287,762.4317542169334,3.0,541.5,818.0,1277.0,3589.0,3523.5,3323.0,2744.5,2226.0
OXYgenUZ,114.0,648.3157894736842,438.1879484371586,40.0,355.0,501.5,905.25,2223.0,2054.760000000001,1778.9399999999987,1406.8999999999999,1252.2000000000003
O_Dem_Kile,1023.0,390.1876832844575,402.3523637598034,4.0,129.0,275.0,513.5,3041.0,1957.5599999999972,1745.3599999999997,1200.3,833.4000000000002
Oancor,148.0,776.6621621621622,596.4924864989625,13.0,401.0,617.0,989.25,3242.0,2967.7400000000002,2403.300000000001,1862.5500000000002,1595.0
Obadachi,271.0,363.8265682656827,451.3557554282205,1.0,65.0,310.0,466.5,3356.0,2728.200000000001,1840.2000000000062,1006.5,671.0
Obamma,712.0,1135.612359550562,839.6885624279654,9.0,476.75,882.0,1640.5,3579.0,3389.2499999999995,3306.1799999999976,2852.1499999999996,2444.9
Obe3baW,453.0,869.4812362030905,640.2508860617789,5.0,415.0,700.0,1103.0,3447.0,2966.520000000001,2747.839999999998,2339.1999999999994,1798.6000000000001
Oberdehner,147.0,1231.3333333333333,836.1896728313329,38.0,625.5,964.0,1734.5,3591.0,3462.159999999998,3315.1999999999994,2835.7999999999993,2536.8
Obergaiman,569.0,727.8084358523726,580.5538639461421,2.0,360.0,589.0,920.0,3570.0,2910.560000000009,2672.8799999999974,1843.2000000000012,1420.5999999999997
Obernoob_No1,375.0,804.3706666666667,612.7311775393013,12.0,380.0,639.0,976.5,3483.0,2969.6000000000004,2623.1199999999985,2196.0000000000014,1620.0
Oberon024,122.0,1146.3852459016393,774.6472345282954,5.0,604.25,900.0,1379.75,3545.0,3266.6199999999994,3185.26,2855.8499999999995,2376.300000000001
Obihz,1617.0,799.8423005565862,757.1408417194615,1.0,276.0,557.0,1051.0,3572.0,3353.919999999999,3060.4000000000005,2447.3999999999996,1970.2000000000012
Obliviate_sX,124.0,868.2741935483871,779.0238976756431,20.0,376.0,638.0,960.5,3480.0,3219.45,3111.6799999999994,3040.6499999999996,1800.4
Oblivionys,122.0,1149.0737704918033,882.3883832960113,2.0,470.25,812.5,1598.75,3505.0,3434.8099999999995,3366.62,3129.6999999999994,2647.4000000000015
ObsidianTower,101.0,990.5445544554456,806.0439010966148,5.0,462.0,729.0,1389.0,3498.0,3347.0,3212.0,2668.0,2207.0
Oc3ann,156.0,499.2628205128205,563.1260915601979,9.0,194.75,367.5,569.25,3585.0,2992.5499999999975,2731.800000000004,1482.75,884.5
OceanRanger,186.0,963.8387096774194,652.0799783532208,1.0,497.25,781.5,1255.0,3220.0,3050.3500000000004,2833.7999999999956,2449.75,1794.5
Ockweird,110.0,948.5363636363636,641.5075518125466,4.0,438.0,788.5,1367.75,3068.0,2794.83,2738.8999999999983,2213.95,1785.9000000000008
Ocnnor,309.0,711.1553398058253,604.4599461011042,2.0,308.0,543.0,942.0,3113.0,2899.0400000000013,2292.279999999997,1939.3999999999992,1590.3999999999999
Ocurvik9898,677.0,652.06646971935,492.1239711411041,5.0,384.0,579.0,749.0,3540.0,2958.88,2339.44,1446.3999999999978,1091.1999999999998
Odd1823,134.0,724.1044776119403,484.0315230624408,19.0,395.25,687.5,947.5,3122.0,2472.8099999999995,2135.1200000000017,1435.7499999999993,1211.0
OdenMarauder,141.0,620.2056737588653,481.587560911535,13.0,303.0,545.0,852.0,2907.0,2266.599999999997,1900.9999999999989,1410.0,1163.0
Odin97,194.0,596.0051546391752,461.0541368123028,14.0,281.0,475.0,811.25,2775.0,2028.7999999999963,1775.2799999999993,1463.1999999999998,1268.4
OdinNguyen,106.0,1037.9811320754718,697.6477345662156,3.0,505.25,882.0,1311.5,3409.0,3339.550000000001,2959.999999999999,2345.25,1950.0
OdraNoel2049,170.0,1082.4,777.8193109414118,5.0,510.25,821.0,1538.0,3499.0,3407.65,3173.460000000001,2678.699999999999,2264.4999999999995
Oesebius,135.0,1050.111111111111,837.0121672707058,38.0,427.0,777.0,1353.5,3580.0,3443.7200000000003,3382.68,2990.9,2495.2000000000007
Oetticola,195.0,918.876923076923,657.0166525143829,8.0,490.5,769.0,1168.0,3496.0,3194.0200000000004,2706.5600000000013,2371.7999999999984,1725.1999999999998
Ofelya,454.0,462.49118942731275,435.3537889530267,7.0,173.25,396.5,593.75,3416.0,2145.209999999987,1761.6599999999999,1187.9499999999987,862.0999999999999
OgroBandido,244.0,1220.0737704918033,858.5732462794756,15.0,575.25,897.5,1706.75,3540.0,3460.13,3386.1799999999994,3203.949999999999,2517.1000000000004
OhNaNa,277.0,483.87003610108303,480.96707878426986,7.0,200.0,346.0,616.0,3290.0,2769.4800000000023,1785.840000000002,1293.5999999999997,955.0
