,count,mean,std,min,25%,50%,75%,max,99%,98%,95%,90%
floodo1,161.0,696.9192546583851,664.3291915078254,10.0,322.0,474.0,775.0,3597.0,3139.6000000000017,2891.600000000002,2142.0,1556.0
floreacosmin,1330.0,628.2421052631579,561.9120333419869,1.0,233.0,481.0,856.0,3442.0,2746.170000000001,2365.840000000004,1798.7499999999998,1341.6000000000008
floscar,227.0,784.2026431718061,599.4350831666727,2.0,386.5,638.0,1062.5,3590.0,2766.8600000000015,2397.0,2038.799999999999,1488.4
flowerever96,425.0,932.64,675.5905067644073,3.0,503.0,743.0,1164.0,3398.0,3131.7599999999998,3063.4799999999996,2433.7999999999993,1910.400000000001
floyds32,241.0,1018.8630705394191,693.4676106391217,70.0,534.0,878.0,1309.0,3462.0,3315.7999999999997,3162.3999999999996,2393.0,1957.0
flsantna,271.0,1124.1033210332102,844.4194435780322,11.0,498.5,873.0,1642.0,3514.0,3355.9000000000015,3145.0,2867.0,2495.0
flu11y,128.0,865.671875,652.9102156912058,2.0,396.0,645.0,1206.25,2778.0,2594.09,2542.4599999999996,2235.4999999999995,1988.6
fluesey,375.0,1080.5466666666666,703.0901900394915,65.0,541.5,879.0,1468.0,3542.0,3280.6399999999994,3119.3599999999988,2524.5,2009.0
flying_tree,221.0,648.1357466063348,689.629327074934,1.0,198.0,438.0,840.0,3524.0,3396.2,3221.0,1939.0,1213.0
fnrs83,312.0,922.1442307692307,732.5330770921769,6.0,416.75,733.0,1152.25,3453.0,3231.9199999999996,3101.24,2666.5499999999993,2066.100000000001
focusj5,293.0,1090.6689419795223,777.6021997918582,5.0,500.0,872.0,1420.0,3596.0,3511.9999999999995,3280.1599999999976,2767.199999999999,2340.8000000000006
fodorfa,262.0,943.1335877862596,671.6402702220984,5.0,468.0,779.0,1253.5,3278.0,3064.199999999996,2848.4,2361.949999999999,1843.3000000000002
folie1234,848.0,645.7688679245283,574.6962738696515,4.0,325.75,450.5,795.25,3574.0,3092.1599999999953,2525.339999999995,1837.5499999999997,1331.200000000001
foma21,659.0,904.5477996965099,646.5441416632058,1.0,474.5,729.0,1127.5,3450.0,3135.339999999999,2782.7200000000003,2340.0,1818.8000000000009
fookpgmfook,350.0,982.6457142857142,718.6862617929254,6.0,481.25,751.5,1304.5,3582.0,3327.51,2906.6999999999985,2427.55,2063.2
foolpp,1622.0,365.5055487053021,314.957879786361,1.0,154.0,308.0,484.0,3588.0,1580.9499999999998,1197.58,943.8499999999995,745.0
foranlehel,1145.0,812.1903930131004,629.5928466318552,1.0,359.0,652.0,1101.0,3526.0,2844.4399999999987,2483.24,2090.199999999999,1715.6000000000008
forbyj,905.0,629.5524861878453,585.5337722144276,1.0,282.0,448.0,770.0,3590.0,2891.0800000000036,2519.5199999999995,1800.6,1383.2000000000003
forevergr2,103.0,1101.4368932038835,766.893525727019,19.0,481.0,914.0,1479.0,3443.0,3104.860000000001,2850.24,2593.0999999999995,2383.5999999999995
forgottenmemories63,257.0,1030.941634241245,731.1826200915071,176.0,537.0,763.0,1304.0,3596.0,3402.4399999999996,3221.6799999999994,2607.599999999999,2127.6000000000004
forign11,310.0,1398.6774193548388,940.5993505863248,12.0,627.0,1088.0,1954.25,3599.0,3538.5600000000004,3513.4399999999996,3358.4500000000007,2895.000000000001
forsure5,194.0,1132.0309278350514,791.1062884722094,74.0,527.0,871.5,1503.25,3550.0,3117.7099999999978,2991.5999999999995,2680.75,2408.4000000000005
forzinka,119.0,789.2941176470588,585.3998539741032,25.0,384.0,654.0,1062.5,3139.0,2556.7599999999998,2450.92,1918.1999999999998,1647.4
found2001,167.0,618.9041916167664,470.6397367942855,27.0,320.0,532.0,861.0,2695.0,2288.180000000001,2044.7600000000016,1431.6,1055.0
foveo,1151.0,658.501303214596,560.6949366231354,1.0,274.5,518.0,893.5,3245.0,2716.5,2287.0,1705.0,1415.0
foxykiller,233.0,486.274678111588,431.6382206629444,7.0,177.0,399.0,635.0,3155.0,2018.7600000000004,1681.8399999999992,1258.5999999999997,955.4000000000001
fr33zie15,129.0,1286.4186046511627,837.7653376102181,91.0,655.0,1021.0,1666.0,3590.0,3492.88,3322.24,3111.9999999999995,2757.4
fragglarn,215.0,1137.3581395348838,781.6243612917568,20.0,485.5,966.0,1636.5,3361.0,3155.7200000000003,3052.2000000000003,2807.0,2280.4
fragiledreams,172.0,1303.6627906976744,850.7842424171846,34.0,595.75,1090.5,1858.0,3584.0,3380.93,3304.659999999999,3034.1999999999975,2686.4000000000015
francigamescz,625.0,931.4688,789.7581661268863,1.0,341.0,686.0,1280.0,3513.0,3311.2,3094.2,2642.7999999999993,2169.0
franck_ribbery,101.0,968.0792079207921,567.4841968401995,76.0,563.0,849.0,1193.0,2771.0,2518.0,2418.0,2240.0,1797.0
francthetank,226.0,1040.7522123893805,685.1151472526961,65.0,539.25,868.0,1386.5,3583.0,3147.5,2915.5,2371.0,2011.0
franfran667,158.0,880.2721518987341,822.2718152779138,1.0,402.75,697.0,1155.5,3420.0,3298.050000000001,3068.46,2935.05,2115.2000000000007
frankir02,225.0,942.1822222222222,662.4695125359979,100.0,438.0,706.0,1241.0,3205.0,3025.0399999999995,2898.4399999999982,2483.1999999999994,1914.3999999999999
frazzy24,106.0,694.1509433962265,545.7918457652728,3.0,317.75,553.0,952.75,2520.0,2434.4500000000003,2264.4999999999977,1761.5,1427.0
fredskov9,486.0,868.9732510288065,659.4840417666472,6.0,405.25,683.0,1170.5,3520.0,3145.5499999999975,2941.3,2239.5,1712.0
fredtien1220,161.0,820.0807453416149,540.0196868535821,48.0,460.0,718.0,990.0,3457.0,2572.8,2377.8,1787.0,1419.0
freeman4653,121.0,1149.280991735537,714.481434598321,336.0,562.0,995.0,1482.0,3399.0,3095.3999999999996,2937.399999999999,2623.0,2349.0
freemanntr,121.0,632.6280991735537,472.8632489460951,25.0,292.0,553.0,895.0,2449.0,2027.9999999999998,1880.799999999999,1504.0,1230.0
freet9,782.0,802.4104859335039,650.5683039445826,28.0,367.25,614.0,945.0,3581.0,3169.1899999999996,2865.3599999999997,2307.699999999998,1679.7999999999995
frenchie009,1207.0,699.6768848384424,644.443918043602,3.0,300.0,512.0,898.0,3558.0,3116.4000000000033,2827.159999999999,2132.600000000001,1498.2000000000016
frezak,1594.0,693.301756587202,721.1729825214064,1.0,174.25,481.0,933.75,3585.0,3230.629999999999,2907.679999999992,2302.049999999998,1661.9000000000003
friendwz,254.0,1130.4724409448818,750.736648264738,8.0,552.0,880.0,1520.75,3426.0,3104.51,3007.82,2635.5999999999995,2327.1000000000004
frikkfroak,1191.0,729.8740554156171,707.8181513532529,1.0,227.0,523.0,961.0,3542.0,3283.4999999999977,2869.2000000000007,2314.0,1730.0
frilanse1,147.0,1164.4829931972788,875.9352993694171,35.0,508.0,924.0,1577.0,3565.0,3495.62,3382.3599999999983,3110.6999999999994,2547.4000000000005
frizzle11,471.0,632.484076433121,630.6858165631962,4.0,239.0,457.0,781.0,3507.0,3044.100000000006,2629.199999999994,2124.0,1384.0
frostchain,130.0,698.3615384615384,718.0666873637091,11.0,211.5,489.0,843.25,3202.0,3133.229999999999,3027.48,2227.2,1634.200000000001
frostforest,565.0,831.5203539823009,717.218441328327,11.0,372.0,591.0,999.0,3581.0,3251.640000000002,3040.7200000000003,2450.6,1927.8
frozenekb,168.0,1145.1666666666667,836.2066520126825,57.0,541.5,895.5,1624.25,3579.0,3386.6000000000013,3227.62,2831.8500000000013,2376.5
fruitngrain,378.0,461.6798941798942,484.21104926600805,3.0,147.25,358.0,557.0,3432.0,2441.5200000000023,2165.1799999999994,1340.4499999999998,950.3
fryderyknicze,1319.0,649.931766489765,557.5613277365936,1.0,308.5,517.0,839.5,3540.0,3000.079999999997,2280.359999999997,1710.7999999999993,1262.0000000000007
fsifabio,192.0,658.9895833333334,565.971379121918,2.0,218.75,520.0,961.75,2649.0,2482.84,2378.0600000000004,1810.5499999999984,1402.6000000000001
ft124005296,456.0,767.5723684210526,564.4183344734319,18.0,402.0,628.0,927.25,3599.0,2987.099999999999,2373.6999999999994,1960.25,1434.0
fuchoudehuashen,127.0,1093.283464566929,688.3967674868283,311.0,561.0,929.0,1416.0,3438.0,3152.2799999999993,2999.080000000001,2640.399999999997,2054.6000000000004
fuckk,2081.0,519.4271984622777,534.8380053184001,1.0,176.0,376.0,664.0,3591.0,2928.3999999999933,2259.2,1555.0,1104.0
fuckusirovat,103.0,598.1165048543689,586.9270806993425,15.0,180.0,460.0,772.5,3016.0,2495.2000000000007,2350.3599999999988,1821.6,1390.7999999999997
fucolt,157.0,974.4203821656051,794.5010378023958,38.0,388.0,693.0,1259.0,3593.0,3342.7999999999993,3096.88,2716.7999999999997,2105.0000000000005
fullerno2,224.0,551.9732142857143,530.3632135553531,2.0,174.5,384.5,720.25,2658.0,2380.8100000000013,2160.54,1675.7999999999997,1259.7
fumadinho420,153.0,431.4313725490196,433.8064806955959,10.0,132.0,350.0,559.0,3034.0,2102.6399999999962,1553.8800000000006,1136.4000000000003,891.4000000000003
funggh,349.0,484.134670487106,581.5661936176061,1.0,68.0,329.0,631.0,3457.0,2793.04,2430.600000000005,1655.599999999998,1200.8
furnbada,908.0,722.1795154185022,574.0258799460488,1.0,363.5,569.0,904.75,3589.0,3109.259999999996,2735.8200000000006,1803.6,1375.5000000000005
fusionshogun,155.0,1018.8,872.1804471940038,5.0,396.5,692.0,1330.0,3588.0,3515.920000000001,3465.64,2835.299999999999,2518.2
fusyy4120,1368.0,583.1133040935673,618.3182511623424,1.0,163.0,383.5,748.25,3587.0,2977.949999999999,2698.2800000000007,1928.9999999999973,1385.7999999999997
fxfxx,225.0,1076.2533333333333,798.7351568037342,19.0,480.0,833.0,1531.0,3588.0,3500.04,3244.5599999999968,2813.799999999998,2215.6
fxmksu,261.0,1141.632183908046,823.4471976198016,31.0,527.0,891.0,1563.0,3589.0,3444.9999999999964,3330.1999999999994,3079.0,2382.0
g00fy_goober,232.0,781.2758620689655,628.4415422738464,2.0,358.5,594.0,1072.0,3595.0,3095.5,2653.879999999999,1964.4499999999998,1559.1000000000001
g0dpapa,449.0,909.011135857461,689.6699536481212,4.0,416.0,737.0,1154.0,3506.0,3126.4799999999996,2987.7199999999993,2445.5999999999985,1899.9999999999998
g0ose,545.0,418.46422018348625,419.03082671306385,2.0,173.0,342.0,519.0,3184.0,2355.559999999996,1674.0000000000005,1182.3999999999985,796.2000000000003
g12ll97,303.0,763.2805280528053,629.8517200542913,7.0,349.0,607.0,1054.5,3579.0,3052.7000000000003,2833.6799999999994,1768.6999999999998,1504.2000000000003
g3a1metal,120.0,1222.0916666666667,739.9596286493016,304.0,728.5,947.0,1644.0,3576.0,3474.080000000001,3219.0000000000005,2539.7999999999993,2350.8
g4gijo,169.0,551.4497041420118,517.3019969865006,12.0,236.0,434.0,694.0,3189.0,2514.1199999999944,2229.24,1582.0,1085.6000000000004
gabriella88,208.0,806.3653846153846,670.3151693312632,17.0,360.0,590.0,1079.25,3418.0,2886.5200000000013,2701.0,2173.0499999999993,1774.4000000000003
gaehwasan,303.0,778.0924092409241,613.5898694210139,14.0,392.0,677.0,922.5,3599.0,3285.2200000000053,2846.3199999999997,1999.999999999999,1399.4
gaejyie,2641.0,405.86368799697084,418.5723639184054,2.0,129.0,326.0,548.0,3519.0,2333.399999999995,1553.3999999999996,1045.0,812.0
galactiktricks,683.0,489.80966325036604,596.2388606658142,1.0,129.0,315.0,535.5,3463.0,2755.019999999993,2502.7200000000003,1977.4999999999995,1190.2000000000012
galantgame,152.0,806.078947368421,680.3561837540647,2.0,345.5,581.0,1080.25,3366.0,2612.2000000000007,2542.56,2287.299999999999,1816.2
galarza,304.0,672.9671052631579,699.3680307811628,8.0,149.5,486.0,960.25,3426.0,3237.029999999997,3087.12,2223.8999999999987,1470.8
galaxis79,233.0,1033.107296137339,789.6204520309124,1.0,499.0,781.0,1385.0,3396.0,3334.08,3270.399999999999,2774.2,2242.4000000000005
galdergc,484.0,533.5537190082645,439.70692668333515,12.0,283.75,443.5,652.25,3323.0,2786.1500000000033,1562.3399999999988,1194.1,986.3999999999999
galnip78,200.0,658.71,591.0669476319198,28.0,294.25,476.0,756.75,2977.0,2837.1799999999994,2738.12,1873.9499999999962,1481.6999999999998
galondrunk,263.0,663.1787072243346,543.7940527061947,16.0,317.0,508.0,861.5,3275.0,2481.979999999999,2233.2399999999993,1850.899999999999,1440.0
galuxyhun,1153.0,1016.6981786643538,1003.5284282940116,3.0,196.0,539.0,1766.0,3500.0,3369.9600000000005,3272.4800000000005,2987.999999999998,2684.8
gambovik,107.0,500.32710280373834,524.6428034764608,5.0,224.5,344.0,598.5,3057.0,2919.859999999999,2562.479999999996,1308.599999999998,941.2000000000003
game5898,274.0,490.16058394160586,397.91208250113533,7.0,213.5,437.0,639.0,2868.0,1943.549999999997,1674.3600000000017,1156.35,917.5
gamer_paraguay,161.0,1193.7018633540372,760.1249555559968,304.0,594.0,971.0,1657.0,3482.0,3430.4000000000005,3318.0000000000045,2753.0,2268.0
gamesmysuper1,884.0,962.9762443438914,795.8404565474237,1.0,362.0,726.5,1269.25,3546.0,3416.68,3138.3000000000015,2721.7999999999993,2179.4000000000005
gammaVVI,490.0,1105.5591836734693,771.2740645089781,3.0,537.5,886.5,1478.5,3577.0,3329.3200000000015,3127.2599999999993,2791.1,2257.8
gamugi,967.0,577.9513960703206,610.3272929072651,3.0,197.0,376.0,694.0,3582.0,3071.6800000000017,2776.5999999999976,1763.6999999999994,1357.8
ganesh117,372.0,658.2069892473119,504.3601670078896,2.0,355.0,531.0,830.75,3168.0,2651.3200000000043,2193.1799999999994,1612.7999999999997,1256.3000000000006
ganghoj,394.0,653.1370558375635,577.2896631793278,4.0,305.5,481.5,793.75,3599.0,2742.6299999999987,2527.7799999999997,1811.2499999999982,1352.4999999999998
gaoxiaohao,195.0,363.24615384615385,282.6708240446097,4.0,157.5,327.0,507.0,1346.0,1274.6000000000001,1140.0400000000004,899.2,743.3999999999999
garaiiii,211.0,1002.4502369668246,619.712261293548,308.0,536.0,831.0,1320.0,3575.0,3301.0000000000036,2604.7999999999984,2278.0,1865.0
garrired73,138.0,935.6521739130435,680.8033752840531,47.0,457.5,720.0,1187.75,3239.0,3062.5899999999983,2797.339999999999,2535.9500000000007,1978.8999999999999
gasay1231,582.0,817.0756013745704,621.4114280806988,10.0,377.25,646.0,1083.5,3202.0,2989.119999999997,2815.8999999999996,2001.6999999999985,1672.4
gats92,658.0,873.8176291793313,652.1264200718371,5.0,443.0,670.5,1110.0,3529.0,3186.6699999999864,2728.920000000001,2238.399999999999,1800.3000000000002
gattak1,975.0,618.3651282051283,640.7895989139836,1.0,170.5,444.0,801.5,3581.0,3216.5399999999995,2601.399999999999,1974.7999999999997,1437.6
gatursurasak,117.0,1117.059829059829,797.2412269669906,3.0,536.0,884.0,1440.0,3543.0,3507.52,3486.12,2732.9999999999995,2299.6000000000004
gaubon,228.0,1009.9517543859649,953.9332314144993,18.0,237.75,604.5,1583.0,3574.0,3429.8999999999996,3338.9800000000005,2959.449999999998,2531.9000000000005
gaubon3,235.0,725.4255319148937,621.1704813227227,7.0,383.0,517.0,845.5,3528.0,3259.24,3060.32,2066.0,1354.3999999999999
gawddawg,355.0,1031.7408450704224,786.0235943284983,21.0,461.0,780.0,1369.5,3545.0,3363.919999999998,3178.5200000000004,2803.1000000000004,2245.2000000000003
gbreaker36,1870.0,754.4064171122994,653.8906522382273,3.0,333.25,587.5,979.75,3583.0,3284.93,2819.959999999999,2101.3499999999995,1581.3000000000004
gdamig,1222.0,786.075286415712,624.5466359446823,1.0,365.25,614.0,973.0,3545.0,3058.4799999999996,2724.859999999995,2139.000000000002,1619.8000000000002
gdeesh,531.0,667.6290018832392,542.1979167874259,6.0,357.5,535.0,807.0,3415.0,2719.5000000000027,2512.399999999998,1773.5,1255.0
gdneye,676.0,904.5576923076923,746.5881097067884,2.0,380.25,655.0,1256.25,3532.0,3272.25,3024.0,2555.0,1980.0
gedonistbi4,250.0,910.776,713.1287515513286,21.0,444.25,724.0,1161.75,3363.0,3156.5999999999995,2984.979999999999,2477.7499999999973,1857.9
geistesverrueckt,198.0,1009.6414141414141,738.5877920741959,2.0,466.25,793.5,1390.75,3477.0,3282.57,2955.36,2412.7999999999993,2102.000000000001
geiyboi69,184.0,1140.7608695652175,716.5775728516724,315.0,540.0,901.0,1594.75,3576.0,3196.9899999999993,3031.06,2700.85,2157.4000000000024
gelufr,121.0,550.3305785123966,475.24390910404713,25.0,249.0,421.0,716.0,2490.0,2414.5999999999995,2100.999999999998,1414.0,1134.0
generalmic,183.0,1023.0054644808744,858.736143239726,6.0,441.5,707.0,1320.0,3582.0,3498.08,3448.08,3104.2000000000003,2329.2000000000003
geneziz1,121.0,1195.2479338842975,752.3122388232134,70.0,587.0,920.0,1691.0,3398.0,3222.9999999999995,3063.0,2525.0,2298.0
gengood,266.0,892.0488721804511,735.3433041518686,2.0,368.5,665.0,1080.75,3599.0,3337.4500000000035,3137.2999999999993,2649.25,1902.5
genobraker,196.0,1181.1785714285713,927.6053558242568,14.0,496.75,829.0,1609.0,3555.0,3479.300000000001,3413.3999999999996,3066.75,2741.5
genocitus,312.0,878.0320512820513,631.9150337679015,19.0,482.5,702.5,1092.5,3413.0,3119.9799999999977,2828.7,2270.0499999999993,1792.3000000000006
gentem,388.0,559.8118556701031,500.2145825472604,4.0,239.75,470.0,655.5,3219.0,2954.1099999999997,2119.8999999999987,1508.7999999999984,1096.3000000000002
gentlemania,602.0,973.0897009966777,678.9663073496727,17.0,472.25,813.5,1309.5,3211.0,3050.8600000000006,2921.9,2416.2999999999975,1908.3
george_eagle,358.0,1105.8491620111731,831.285198247645,21.0,480.0,832.0,1562.25,3468.0,3370.7300000000005,3269.2200000000003,2949.2999999999997,2486.6000000000004
georgebogdan90,1544.0,781.3439119170985,612.8611567039326,1.0,371.75,626.5,1026.0,3595.0,2947.649999999997,2633.739999999995,2066.0999999999995,1586.0
georgia28,201.0,1289.7114427860697,831.875865930974,217.0,571.0,1076.0,1774.0,3513.0,3443.0,3249.0,2918.0,2477.0
georgiboyn,1066.0,561.2148217636022,532.9856781856348,1.0,184.25,392.0,757.0,3514.0,2525.0499999999943,2187.500000000002,1575.25,1230.5
geraptor,356.0,1035.879213483146,752.4960526894359,10.0,510.75,812.0,1369.5,3488.0,3268.25,3045.7999999999993,2632.75,2222.5
geraseve,111.0,1066.3513513513512,766.7310260704639,19.0,510.5,860.0,1473.0,3590.0,3545.4000000000015,3256.199999999999,2567.5,1954.0
gerhardt1,432.0,651.3217592592592,497.4260809161016,10.0,335.0,539.5,836.25,3037.0,2648.99,2290.319999999999,1672.35,1210.4
gersigi,114.0,861.9912280701755,607.3943550752175,14.0,459.75,700.0,1064.5,3503.0,2873.370000000002,2473.72,2202.6499999999996,1660.9
get_ordan,560.0,672.4267857142858,633.8870192135155,1.0,286.75,463.5,771.0,3553.0,3098.249999999996,2862.179999999994,1998.1999999999998,1558.4000000000005
getlikeman,295.0,802.4305084745763,570.34982201648,3.0,431.0,680.0,999.0,3185.0,2925.7200000000003,2418.6400000000003,1984.3000000000004,1584.4000000000003
geuduen2,459.0,569.8126361655774,475.9020666536539,7.0,259.0,487.0,769.5,3421.0,2630.460000000004,2113.0399999999954,1332.1999999999996,1051.2
gfdrtgdgfdfgfgdfgdfg,272.0,1239.9595588235295,758.3677523503821,302.0,643.25,996.0,1619.25,3597.0,3429.8600000000006,3194.9399999999987,2782.2,2437.6
gftyu,263.0,1209.083650190114,756.4106889650081,305.0,621.5,1011.0,1576.0,3577.0,3355.079999999999,3102.72,2844.099999999999,2404.2000000000003
ggd5348,181.0,1167.5027624309391,813.1582914394779,320.0,540.0,879.0,1546.0,3558.0,3407.3999999999996,3143.6000000000004,2929.0,2486.0
ggodspeed,346.0,984.5404624277456,778.7384668855916,8.0,460.25,720.5,1324.75,3584.0,3261.15,3124.0,2708.0,2223.0
ggwps22,173.0,678.635838150289,543.8863384690554,11.0,315.0,532.0,847.0,2689.0,2537.88,2308.040000000001,1775.8000000000006,1449.0
ghesi07,232.0,333.32758620689657,288.42227267365286,4.0,124.25,272.5,474.25,1964.0,1423.6499999999994,1087.8799999999999,821.7499999999998,678.6
ghkdrmsgk1,101.0,755.2178217821782,788.3179891891393,36.0,251.0,472.0,950.0,3289.0,2978.0,2939.0,2668.0,1903.0
ghoque,293.0,1138.0068259385666,727.1050309141343,304.0,611.0,932.0,1430.0,3492.0,3410.96,3278.7599999999984,2766.2,2209.8
ghosttab,1029.0,592.2517006802722,531.1518664771712,1.0,313.0,419.0,720.0,3499.0,2698.4800000000005,2434.719999999995,1665.9999999999986,1207.4000000000005
giaccagiacca,213.0,850.868544600939,653.8654451596408,30.0,428.0,644.0,1087.0,3259.0,3067.6399999999994,2859.959999999998,2260.5999999999976,1682.2
giakitoo,203.0,708.0541871921182,537.012225850193,21.0,369.0,544.0,869.0,2949.0,2567.039999999998,2405.8400000000006,1748.7999999999993,1403.6000000000008
giangbynn,547.0,543.2175502742231,459.79627817149793,1.0,269.0,460.0,637.0,3443.0,2519.7799999999997,1874.6000000000058,1532.2999999999995,1014.4000000000001
giant417,118.0,759.7796610169491,549.4433878989418,10.0,397.5,654.5,934.0,3078.0,2798.709999999999,2305.0599999999995,1849.3,1493.2
giapdev,220.0,693.8363636363637,616.5169808794758,11.0,303.0,538.5,851.25,3474.0,3050.0200000000013,2550.0600000000004,2013.4499999999994,1440.1
gierek2808,107.0,1259.4018691588785,785.4278350984365,312.0,662.0,1058.0,1587.0,3513.0,3306.3399999999992,3099.8399999999997,2857.5,2664.2000000000007
gigan988,109.0,1158.9633027522937,850.2651757018001,15.0,563.0,904.0,1548.0,3572.0,3471.6000000000004,3396.2000000000007,3186.5999999999995,2443.4000000000005
gigglebear74,811.0,371.098643649815,383.7541427910181,1.0,110.0,299.0,481.5,3511.0,1695.7999999999988,1514.3999999999994,1065.5,774.0
gigicapota,134.0,644.3507462686567,562.4146820170248,27.0,288.25,499.0,809.0,3428.0,2731.2199999999966,2325.300000000001,1747.1499999999992,1300.5
gilberto_san,152.0,478.5986842105263,518.6037834770084,1.0,92.75,318.5,620.25,2397.0,2242.5300000000025,1990.82,1745.199999999999,1200.3000000000002
gilbertormn,115.0,1086.8,778.2958238829784,4.0,488.0,897.0,1556.5,3412.0,3375.7,3115.88,2548.0999999999995,2191.0000000000005
gildarius85,709.0,733.9069111424542,605.2688736432109,8.0,336.0,574.0,949.0,3584.0,3062.519999999997,2569.840000000002,2016.0,1518.4
giletee,172.0,1139.0116279069769,746.2292812633917,300.0,609.5,877.5,1444.25,3550.0,3394.3799999999997,3093.3599999999997,2780.949999999998,2319.8
giliantindome,254.0,925.5629921259842,728.3645020145918,29.0,417.5,729.5,1081.5,3534.0,3233.1099999999997,3021.7,2502.2999999999993,2042.5000000000002
ginkendchlorun1986faltportto,233.0,808.9914163090128,653.8575848801579,2.0,363.0,622.0,1092.0,3463.0,2697.56,2573.6399999999976,2203.5999999999985,1793.8000000000002
ginsana,195.0,1241.7435897435898,762.131307447195,308.0,662.0,1032.0,1631.5,3572.0,3305.5800000000004,3268.4800000000005,2907.6999999999985,2357.7999999999997
ginsooo,172.0,1091.2616279069769,682.4315625638218,81.0,569.0,932.5,1471.5,3553.0,3125.3499999999995,2845.6399999999994,2483.2999999999993,1917.6000000000001
gippessum,191.0,853.434554973822,875.3387402417936,2.0,238.5,569.0,1099.5,3585.0,3511.1,3492.2,3055.0,2230.0
gix77,139.0,947.8201438848921,663.2222533000856,25.0,511.5,766.0,1204.5,3267.0,3180.2200000000003,2984.2400000000016,2123.2999999999984,1846.2
gkfakdrn,230.0,1175.1434782608696,824.7039491709991,44.0,541.25,904.5,1527.5,3516.0,3392.2200000000016,3225.4399999999996,3008.55,2490.5999999999995
gkfjdgkjdf,267.0,866.2134831460675,621.1280691723422,4.0,421.0,732.0,1135.0,2862.0,2736.4199999999983,2627.6000000000004,2113.7,1784.4000000000005
gkmsxho,591.0,786.7580372250424,622.244646965178,11.0,389.0,591.0,999.0,3475.0,2918.7,2680.0000000000027,2131.0,1597.0
gksdudtns66,162.0,725.9135802469136,544.9714722154886,54.0,352.0,552.0,935.0,2955.0,2632.7699999999995,2406.080000000001,1804.95,1554.9000000000015
gkyo11,345.0,1048.249275362319,810.9314314529736,32.0,405.0,765.0,1457.0,3599.0,3356.4800000000005,3059.5200000000004,2706.2,2340.0
glaber7808,177.0,706.9830508474577,640.8315219180632,10.0,303.0,562.0,877.0,3559.0,3219.5200000000004,3091.199999999999,1806.1999999999978,1374.0
gladiator52410,247.0,1154.8623481781376,724.297094974127,313.0,646.5,902.0,1516.0,3455.0,3121.2799999999997,3035.52,2769.2999999999993,2252.4000000000005
gladius10,283.0,702.8339222614841,552.4287226393761,6.0,358.0,578.0,900.0,2943.0,2807.3,2461.1600000000017,1731.599999999999,1302.2
gladius_septimus,117.0,1301.931623931624,837.5144129124783,310.0,655.0,1071.0,1605.0,3505.0,3365.6400000000003,3224.8399999999983,2898.2,2766.8
glamur4eg,462.0,854.7207792207793,621.305973539614,3.0,464.0,698.5,1125.75,3598.0,3115.249999999999,2587.1999999999975,2202.7499999999995,1597.4
glen666,277.0,1062.2093862815884,773.3220588623944,30.0,455.0,857.0,1497.0,3578.0,3358.360000000002,3090.2800000000025,2612.8,2208.0
glenn78,153.0,1001.8235294117648,732.8894879502554,44.0,500.0,793.0,1326.0,3583.0,3511.8399999999997,3245.32,2545.8,1909.8000000000004
glherme23,140.0,480.5,498.511705843814,3.0,168.75,385.0,607.25,3478.0,2672.0099999999875,1745.5999999999995,1314.4499999999969,861.9000000000005
glintwell,144.0,981.6666666666666,648.2687325873042,2.0,524.25,855.0,1398.75,3234.0,2731.6999999999994,2568.3799999999983,2100.0,1858.8000000000004
glisa_dejan,170.0,921.6941176470589,737.1241820266831,1.0,402.75,719.5,1240.0,3564.0,3252.4700000000003,3206.9800000000005,2348.3,1987.1999999999998
gliued,369.0,952.2276422764228,702.318932409475,19.0,451.0,721.0,1291.0,3535.0,3259.239999999999,3013.119999999998,2420.7999999999975,1992.9999999999993
gloriousbagel,119.0,1287.6302521008404,813.8324158639497,76.0,671.0,1079.0,1744.0,3518.0,3404.039999999999,3247.5200000000004,2926.899999999999,2486.2000000000003
gmbh666,446.0,652.3161434977578,537.7131736642317,3.0,318.0,498.0,835.75,3388.0,2479.9500000000007,2318.4999999999995,1789.5,1356.0
gmldhks815,116.0,1008.4396551724138,601.6081244940691,310.0,549.5,905.0,1243.5,3442.0,2949.849999999999,2643.4000000000015,2291.75,1700.0
gmrdidmlanrtlfhr,123.0,1011.6260162601626,769.9492254749073,22.0,435.5,724.0,1468.0,3514.0,3165.42,2885.4400000000005,2444.0999999999995,2203.0
gnemi,614.0,566.6905537459284,497.9051994209937,1.0,256.5,452.0,717.75,3454.0,2605.26,2102.1600000000003,1472.400000000002,1117.7
gnlee11,345.0,255.5768115942029,239.28213991852914,5.0,136.0,202.0,332.0,2873.0,1043.96,845.1600000000002,606.0000000000002,488.60000000000014
gnocchiz,215.0,830.693023255814,727.301965015621,5.0,370.0,606.0,982.5,3555.0,3192.6799999999994,3144.8,2372.3999999999983,1877.6
goakafu,363.0,1051.6005509641873,785.8374409800697,2.0,495.5,822.0,1385.0,3564.0,3419.62,3299.399999999999,2793.8,2298.6000000000004
godamnnn,772.0,872.9650259067357,699.1653000569755,1.0,398.75,663.5,1102.0,3514.0,3192.6399999999994,3026.120000000001,2431.8999999999996,1828.6
godansoo74,197.0,830.6243654822335,537.7270768700537,15.0,472.0,717.0,1081.0,3074.0,2621.4799999999996,2403.639999999999,1734.3999999999996,1530.0
